"brand","make","year","cm3","km","price"
"Opel","Astra","2005","1600.0","197000","2600"
"Audi","A3","2003","1998.0","259400","2850"
"BMW","318","2008","1995.0","242000","5950"
"Renault","Laguna","2005","1600.0","202000","1750"
"BMW","318","2007","1995.0","265000","5200"
"VW","Passat","2003","1896.0","183000","3000"
"Renault","Scenic","2004","1900.0","130000","2000"
"Citroen","Xsara Picasso","2002","1749.0","265500","1900"
"Smart","ForFour","2006","1498.0","220458","2500"
"Yugo","55","1990","55.0","10432","400"
"Opel","Meriva","2004","1700.0","1700","1750"
"Mitsubishi","Outlander","2004","1997.0","251000","3400"
"Renault","Laguna","2008","1995.0","280000","4390"
"Peugeot","307","2004","1997.0","180000","2800"
"Fiat","Stilo","2005","1910.0","189000","1850"
"Alfa Romeo","147","2001","1600.0","210000","1100"
"VW","Caddy","2012","1598.0","145100","6500"
"Fiat","Grande Punto","2006","1368.0","116000","2100"
"Volvo","S80","2003","2400.0","171000","100"
"Audi","A4","2006","2000.0","210000","4300"
"Kia","Sportage","2011","1689.0","175000","8950"
"Opel","Astra","2002","2000.0","226000","1850"
"Fiat","Grande Punto","2007","1248.0","217678","1800"
"Audi","A4","2008","1998.0","250000","8400"
"Opel","Corsa","2010","1229.0","188041","3700"
"Opel","Corsa","2003","973.0","156","1500"
"Renault","Thalia","2011","1149.0","113710","4250"
"VW","Touran","2004","1598.0","193000","3200"
"Opel","Antara","2007","1991.0","234000","5750"
"VW","Touran","2004","1900.0","267000","3505"
"Audi","A4","2007","2000.0","210000","4800"
"Mercedes","220","2005","2148.0","221752","5700"
"Audi","A4","2007","1968.0","187000","5700"
"Ford","Focus","2001","1800.0","315000","1100"
"Volvo","S40","2002","1800.0","220660","3150"
"Audi","A4","1996","1800.0","250000","399"
"Yugo","55","1990","55.0","10432","400"
"Peugeot","406","2004","2.0","205000","2300"
"Ford","Kuga","2017","1496.0","39000","16500"
"VW","Passat","2006","1998.0","172000","5100"
"Opel","Meriva","2007","1248.0","188000","2900"
"Audi","A4","2007","2000.0","200000","4100"
"Renault","Laguna","2009","1998.0","147200","7000"
"Renault","Megane","2008","1461.0","194500","2300"
"Citroen","C2","2005","1100.0","105000","2200"
"Ford","Focus C_Max","2005","1800.0","132333","2600"
"Renault","Clio","2004","1470.0","320000","1099"
"Opel","Vectra","2000","1800.0","222000","350"
"Renault","Laguna","2007","1998.0","158000","4750"
"Lancia","Ypsilon","2007","1400.0","181000","2000"
"Audi","A1","2010","1400.0","123000","10450"
"VW","Passat","2007","1896.0","235000","4950"
"BMW","320","2008","2000.0","163000","7150"
"Citroen","Xsara Picasso","2005","1600.0","230000","1600"
"VW","Golf 4","2001","1896.0","319000","2499"
"Zastava","101","2008","1100.0","23000","1450"
"VW","Passat","2005","1.0","215000","3000"
"Kia","Pro_ceed","2012","1396.0","76474","5999"
"VW","Golf 3","1997","1780.0","210000","1050"
"Opel","Meriva","2007","1248.0","191000","2690"
"VW","Polo","2006","1198.0","187300","3150"
"Opel","Vectra","2001","1997.0","270000","1500"
"Dacia","Sandero","2009","1390.0","158000","2500"
"BMW","318","2003","1951.0","217800","2590"
"Mitsubishi","Colt","2013","1124.0","174000","3750"
"VW","Touareg","2008","2500.0","238000","8399"
"Renault","Megane","2009","1500.0","180000","3300"
"Honda","Accord","2004","1998.0","218708","4599"
"Chevrolet","Aveo","2008","1150.0","162000","2000"
"Citroen","C4","2008","1560.0","228540","2890"
"VW","Passat","2008","1968.0","190715","4700"
"Renault","Laguna","2003","1870.0","145000","1950"
"Renault","Fluence","2010","1461.0","177500","5000"
"Opel","Zafira","2003","1990.0","210754","2000"
"Fiat","Stilo","2003","1910.0","270000","1700"
"Mercedes","C 220","1997","2155.0","360000","1100"
"VW","Jetta","1984","1595.0","222222","550"
"Peugeot","406","2002","1985.0","245000","1890"
"VW","Golf 3","1992","1800.0","22222","690"
"Audi","A6","2004","2400.0","240000","1100"
"Audi","80","1990","1588.0","280000","450"
"Ford","Mondeo","2002","1998.0","220500","1699"
"Ford","Fiesta","2005","1242.0","170000","1850"
"Renault","Megane","2003","1600.0","232","1800"
"Mercedes","E 200","2005","2198.0","420000","4999"
"Alfa Romeo","156","1998","1600.0","1598","1150"
"Peugeot","406","2003","1998.0","330000","1750"
"Škoda","Octavia","2014","1598.0","32884","13500"
"Kia","Carens","2001","1800.0","232000","1700"
"Fiat","Doblo","2005","1910.0","340000","2200"
"Daewoo","Nubira","2000","1600.0","230000","600"
"Renault","Kangoo","2002","1390.0","198148","2200"
"Chrysler","Neon","2001","1996.0","244334","1400"
"Škoda","Fabia","2006","1198.0","188000","2250"
"Peugeot","207","2007","1360.0","133000","2450"
"Ford","Fiesta","2015","1248.0","26000","6999"
"VW","Polo","2006","1192.0","203289","2300"
"Renault","Laguna","2012","1461.0","213500","5600"
"Renault","Twingo","2011","1149.0","76000","3400"
"VW","Golf 6","2010","1968.0","186497","7300"
"Mazda","6","2005","1998.0","202000","2250"
"Mercedes","A 170","2002","1689.0","149000","2200"
"Opel","Vectra","2005","1910.0","161136","1600"
"Peugeot","407","2004","1997.0","139000","3300"
"Fiat","Stilo","2005","1600.0","147892","1700"
"Peugeot","206","2002","1360.0","186576","1050"
"Smart","ForTwo","2000","600.0","122990","1500"
"Renault","Laguna","1997","1793.0","250000","1000"
"Renault","Clio","2002","1497.0","213000","1400"
"Peugeot","407","2004","1997.0","139000","3300"
"Fiat","Palio","2000","1242.0","251","500"
"Peugeot","Partner","2003","1360.0","210000","1100"
"Peugeot","307","2003","1997.0","220000","1300"
"Citroen","C3 Pluriel","2009","1360.0","89647","3300"
"VW","Passat","2007","1968.0","182600","4250"
"Peugeot","206","2001","1.0","300000","600"
"Mercedes","ML 320","2009","2987.0","300000","13000"
"Ford","Mondeo","2001","1998.0","250000","100"
"Fiat","Stilo","2005","1900.0","264900","2400"
"Peugeot","407","2004","2197.0","139000","3300"
"Hyundai","i30","2008","1582.0","196000","3300"
"Ford","Fiesta","1995","1300.0","180000","630"
"Peugeot","206","2001","1.0","300000","600"
"Suzuki","Ignis","2007","1328.0","194600","4700"
"Yugo","Florida in","2005","1300.0","155400","700"
"Daewoo","Lanos","1999","1400.0","270000","650"
"Peugeot","Boxer","2002","2800.0","410000","2750"
"Audi","A4","2001","1.0","306000","2600"
"Daewoo","Nubira","2000","1998.0","190000","650"
"VW","Polo","2001","1600.0","265764","2300"
"Opel","Agila","2007","1248.0","183000","1900"
"Suzuki","Swift","1998","993.0","180000","499"
"Fiat","Idea","2005","1368.0","219000","1800"
"Peugeot","307","2003","1998.0","195500","2200"
"VW","Caddy","2015","1600.0","128000","12000"
"Peugeot","607","2005","2200.0","250000","3300"
"Opel","Meriva","2007","1598.0","155042","3140"
"Opel","Frontera","2003","2171.0","183975","4000"
"Audi","A3","2005","2000.0","255000","3700"
"Peugeot","306","2000","1868.0","216000","1300"
"Rover","200","1998","1400.0","263781","640"
"Audi","A2","2002","1600.0","178000","3200"
"VW","Polo","2009","1198.0","210000","2999"
"Renault","Modus","2008","1461.0","154450","3100"
"Citroen","C3","2004","1398.0","221550","2000"
"Peugeot","407","2004","2197.0","139000","3300"
"Opel","Insignia","2010","1956.0","180000","6400"
"Renault","Megane","2008","1461.0","270000","2550"
"Opel","Vectra","2001","1998.0","190240","1150"
"Daihatsu","Terios","2002","1298.0","165100","3300"
"Mercedes","B 180","2009","1998.0","145000","5900"
"VW","Golf plus","2006","1896.0","233000","4250"
"Dacia","Logan","2008","1390.0","81500","2650"
"Mitsubishi","Grandis","2007","1998.0","256000","4800"
"Opel","Insignia","2010","1996.0","140000","6000"
"Ford","Focus","2006","1560.0","216400","2350"
"BMW","318","2002","1910.0","187300","2480"
"Toyota","Land Cruiser","1995","2980.0","246000","9900"
"Renault","Megane","2003","1900.0","244816","1500"
"Renault","Clio","2005","1390.0","168000","3150"
"Peugeot","307","2007","1600.0","126469","3000"
"Opel","Astra","2007","1598.0","123860","2350"
"Audi","A6","2014","1968.0","190000","17900"
"VW","Golf 1","1981","1600.0","256250","420"
"VW","Golf 5","2006","1896.0","234000","4600"
"Citroen","C3","2004","1400.0","216500","2350"
"Fiat","Punto","2001","1200.0","220000","970"
"Renault","Espace","2003","2188.0","202230","2290"
"Ford","Focus","2015","1560.0","162000","7999"
"Fiat","Punto","2004","1242.0","194000","1850"
"Peugeot","508","2012","1998.0","118000","7500"
"Renault","Megane","2001","1600.0","26600","800"
"Peugeot","308","2011","1560.0","187000","4500"
"BMW","520","2006","1995.0","205000","6500"
"Mercedes","E 250","1989","2497.0","300450","999"
"Škoda","Rapid","2014","1598.0","146351","7000"
"Fiat","Grande Punto","2008","1368.0","227400","2350"
"Opel","Antara","2011","2231.0","124400","8500"
"Renault","Talisman","2016","1461.0","164000","13200"
"Citroen","C3 Pluriel","2004","1587.0","237100","2190"
"Kia","Sorento","2010","2199.0","153000","12900"
"Fiat","Brava","2001","1200.0","201000","850"
"Seat","Cordoba","2001","1896.0","170650","1200"
"Renault","Laguna","2006","2200.0","250000","1450"
"Ford","Fiesta","2010","1250.0","208000","3400"
"VW","Golf plus","2005","1896.0","216500","3900"
"VW","Golf 3","1995","1898.0","180000","500"
"Citroen","Xsara","2004","1995.0","200000","2050"
"Škoda","Fabia","2000","1389.0","169","1900"
"Renault","Megane","2001","1890.0","190054","343"
"Fiat","Grande Punto","2006","1300.0","144730","3000"
"Dacia","Solenza","2005","1860.0","230000","400"
"Citroen","C8","2004","1997.0","260000","2800"
"BMW","330","2008","2993.0","203000","8000"
"Fiat","Punto","2001","1242.0","216000","1000"
"Renault","Megane","2004","1830.0","203000","1990"
"BMW","320","2006","1998.0","260000","5200"
"BMW","X1","2012","1195.0","265000","10600"
"Seat","Leon","2010","1900.0","260000","4999"
"Peugeot","3008","2010","1600.0","210000","6350"
"Peugeot","307","2005","1400.0","216000","1850"
"Opel","Zafira","2001","1997.0","165400","1850"
"Fiat","Grande Punto","2008","1248.0","184000","3300"
"BMW","320","2004","1995.0","179950","3850"
"Opel","Vectra","2006","1910.0","163760","3499"
"Dacia","Logan","2007","1390.0","112000","1650"
"VW","Bora","2001","1900.0","1","2200"
"VW","Passat","2007","1968.0","226000","3900"
"VW","Golf 2","1988","1300.0","38000","750"
"Fiat","Seicento","2002","1100.0","145000","1100"
"Opel","Meriva","2003","1007.0","184367","2250"
"Renault","Scenic","2003","1900.0","214497","1500"
"VW","Polo","2011","1598.0","156227","5700"
"VW","Passat","2005","1984.0","234","3400"
"BMW","X1","2013","1800.0","213000","11100"
"VW","Touran","2004","1896.0","500","3000"
"Mercedes","A 180","2010","1991.0","145000","4700"
"Suzuki","Baleno","2001","1600.0","170","1600"
"Audi","A6","2006","2398.0","193000","6400"
"Opel","Corsa","2011","1200.0","179000","4200"
"Renault","Scenic","2000","1600.0","36000","1100"
"Ford","Focus","2008","1800.0","125000","3500"
"Audi","A4","2002","2000.0","145635","2700"
"Renault","Laguna","2007","1870.0","270200","2200"
"Fiat","Tipo","1994","1600.0","150000","500"
"Opel","Zafira","2002","1995.0","320000","1549"
"Renault","Megane","2003","1870.0","223500","1400"
"VW","Passat","2001","1896.0","241938","2300"
"Renault","Laguna","2001","1600.0","228000","1200"
"Opel","Corsa","2007","980.0","84000","2300"
"Ford","Fiesta","2008","1399.0","175000","2750"
"VW","Golf 4","2001","1578.0","199899","1450"
"Mercedes","A 170","2002","1698.0","203000","2050"
"Ford","Focus","2004","1800.0","209000","1550"
"Audi","A6","2008","2000.0","220000","7250"
"Renault","Laguna","2002","1870.0","208000","1350"
"Fiat","500","2008","1242.0","234000","4300"
"Mercedes","C 220","2015","2148.0","215000","14990"
"Seat","Ibiza","2010","1199.0","97000","4400"
"Fiat","Stilo","2002","1900.0","280000","1000"
"Fiat","Grande Punto","2006","1898.0","160000","2400"
"Peugeot","107","2010","998.0","125000","3000"
"VW","Passat","1995","1900.0","300000","950"
"Peugeot","308","2015","1997.0","114400","8100"
"Peugeot","206","2009","1360.0","169518","2500"
"Daewoo","Lanos","2000","1400.0","297562","9"
"Opel","Corsa","1999","973.0","124145","800"
"VW","Golf 6","2010","1598.0","218000","6699"
"Citroen","C4","2017","1600.0","29000","9990"
"Audi","A3","2004","1896.0","210000","3000"
"BMW","320","2002","2200.0","250000","3150"
"Peugeot","307","2001","1600.0","183000","1350"
"Volvo","V70","2003","2400.0","280000","2000"
"VW","Passat","2007","1898.0","299000","4600"
"Audi","A4","2001","1900.0","250000","2900"
"Lexus","IS 220d","2009","2231.0","187550","8550"
"Alfa Romeo","159","2006","1890.0","180000","3900"
"Opel","Corsa","2004","1252.0","193000","2400"
"Peugeot","206","2006","1100.0","171000","1700"
"Peugeot","206","2008","1400.0","80000","3250"
"Renault","Megane","2009","1461.0","164577","4500"
"Opel","Astra","2003","2000.0","227000","2399"
"Mazda","3","2006","1560.0","217500","2800"
"Fiat","Punto","1996","1100.0","230000","200"
"Mercedes","A 160","2008","1992.0","209000","3000"
"Renault","Twingo","2003","1149.0","163000","1250"
"VW","Passat","2007","1968.0","217000","4800"
"Opel","Corsa","2011","1249.0","93620","4250"
"Hyundai","Getz","2003","1341.0","172000","1870"
"Fiat","Punto","2002","1700.0","276000","1350"
"Daewoo","Tacuma","2002","1600.0","233000","1300"
"Renault","Scenic","2005","1900.0","253575","2000"
"Zastava","Koral","2005","1100.0","86000","480"
"Opel","Zafira","2001","18000.0","265000","1450"
"Toyota","Carina","1991","1600.0","221000","800"
"Fiat","Punto","2004","1242.0","181000","2350"
"Škoda","Fabia","2007","1399.0","136302","3500"
"VW","Vento","1997","1900.0","350000","999"
"Mercedes","E 320","2001","3200.0","280000","1650"
"Peugeot","207","2010","1560.0","206000","4350"
"Škoda","Octavia","2008","1997.0","176000","3650"
"Opel","Meriva","2003","1686.0","186750","2199"
"VW","Passat","2002","1900.0","307924","2150"
"Mercedes","C 220","2001","2148.0","272977","2800"
"Audi","A3","2013","1598.0","198143","10990"
"Renault","Laguna","2006","1870.0","241000","2100"
"Alfa Romeo","156","2000","1600.0","200000","350"
"Hyundai","Trajet","2001","2.0","250000","2550"
"MINI","One","2004","1364.0","245","3650"
"VW","Golf 6","2009","1390.0","245851","6299"
"VW","Passat","2002","1469.0","222800","2200"
"Hyundai","H_1","1998","2500.0","999999","100"
"VW","Golf 5","2005","1900.0","174700","3650"
"VW","Golf 4","2001","1900.0","27350","2300"
"VW","Golf 5","2006","1896.0","300000","3900"
"Opel","Astra","2003","1600.0","190000","2250"
"VW","Golf 4","2001","1900.0","325000","1600"
"Renault","Megane","2002","1870.0","193168","1600"
"Audi","A4","2005","1989.0","190000","4150"
"Ford","Focus","2007","1560.0","213000","2800"
"Opel","Corsa","2009","1200.0","122400","2999"
"Peugeot","307","2008","1570.0","168400","2299"
"Citroen","C5","2004","1998.0","234256","1350"
"Citroen","C5","2005","1600.0","194000","2450"
"Audi","A2","2002","1400.0","200000","2500"
"Ford","Focus","2004","1800.0","310000","1250"
"VW","Passat","1999","1900.0","275000","1750"
"Audi","A4","2008","1800.0","183000","7700"
"Renault","Laguna","2002","1900.0","270000","850"
"Ford","Focus","2000","1400.0","140000","550"
"Citroen","C5","2010","1600.0","259000","5300"
"Opel","Zafira","2004","1995.0","240000","1950"
"Seat","Alhambra","2008","2000.0","195000","4400"
"Opel","Vectra","2003","1995.0","213000","2200"
"Opel","Astra","2008","1700.0","175400","3550"
"Renault","Laguna","2004","1870.0","220000","1800"
"Fiat","Doblo","2008","1910.0","255128","4500"
"Opel","Astra","2007","1686.0","218000","2400"
"Citroen","C3","2011","1398.0","178646","4400"
"Suzuki","Grand Vitara","2006","1995.0","228500","5799"
"Opel","Corsa","2001","1389.0","250000","1350"
"BMW","520","2005","2171.0","263178","4700"
"Mazda","323","2002","1600.0","158000","700"
"Opel","Combo","1999","1687.0","293000","1200"
"Peugeot","308","2008","1.0","182000","3300"
"Renault","Scenic","2004","1900.0","207000","1700"
"Yugo","Koral In","2006","1190.0","130000","650"
"Ford","Escort","1991","1800.0","200000","100"
"Audi","A4","2001","1900.0","270000","3"
"Citroen","C3","2011","1398.0","178646","4400"
"Mercedes","A 160","2008","1992.0","226000","3800"
"Renault","Megane","2003","1461.0","222000","1850"
"Opel","Zafira","2001","1998.0","240","1600"
"Zastava","55","2001","1116.0","80000","500"
"Ford","Galaxy","2001","1896.0","330000","2390"
"Fiat","Grande Punto","2006","1248.0","215000","2750"
"Opel","Astra","2005","1686.0","195000","2350"
"BMW","320","2011","1998.0","208000","8990"
"Mercedes","A 160","2001","1570.0","156000","2200"
"BMW","320","2007","1996.0","211000","4750"
"Kia","Pro_ceed","2011","1396.0","108000","5500"
"Peugeot","206","2002","1398.0","234000","1350"
"Peugeot","207","2006","1560.0","214136","3400"
"Opel","Astra","1998","1700.0","200000","450"
"Kia","Sportage","2012","1685.0","199000","10500"
"Fiat","Stilo","2002","1596.0","193250","1500"
"BMW","520","1988","1991.0","228","999"
"Peugeot","406","2000","1986.0","214000","1700"
"Audi","A4","2011","1984.0","210000","7750"
"VW","Golf 5","2004","1600.0","225830","3800"
"Opel","Astra","1996","1600.0","300000","630"
"Jaguar","X_Type","2003","1998.0","209750","3150"
"Fiat","Doblo","2003","1910.0","260000","2400"
"Audi","Allroad","2003","2496.0","310000","3000"
"Audi","A6","2010","1984.0","144863","9100"
"Fiat","Bravo","2007","2000.0","191000","3190"
"Opel","Astra","2005","1364.0","151500","3200"
"VW","Golf 6","2010","1598.0","196645","6550"
"Opel","Corsa","2003","1198.0","273165","1300"
"Renault","Kangoo","2014","1461.0","154000","7300"
"Fiat","Stilo","2002","1910.0","270000","1500"
"Fiat","Grande Punto","2013","1248.0","180000","5200"
"Opel","Astra","2016","1598.0","105000","8200"
"Fiat","Ulysse","2001","1999.0","250000","1600"
"Suzuki","Wagon R+","2003","1298.0","270000","1550"
"Kia","Picanto","2006","1125.0","160000","2390"
"Lada","Kalina","2007","1596.0","100000","1250"
"Peugeot","308","2013","1600.0","178000","3590"
"VW","Touran","2012","1598.0","123300","8300"
"Škoda","Octavia","2005","1896.0","289000","3400"
"Peugeot","207","2008","1560.0","186262","3300"
"VW","Passat","2007","2000.0","208800","4990"
"Citroen","C5","2010","1560.0","173560","4890"
"Renault","Kangoo","2013","1461.0","182000","5200"
"Opel","Corsa","2010","1248.0","199000","3400"
"Opel","Astra","2007","1600.0","206000","2000"
